||2020|0.0||0.0|0.0|||||||||||||||47500.0|55581.0|13481.0|10780.0|765797.0|11360.0|1330.0|17427.0|1423.0|8786.0|3466.0|1023.0|25.0|3267.0|||350.0||||0.0|||630.0|14806.0||||21522.0||||||||||0.0||||||0.0|
||2021|0.0||0.0|0.0|||||||||||||||48269.0|54597.0|14078.0|11280.0|763331.0|10785.0|1150.0|16305.0|1190.0|12052.0|3079.0|995.0|8750.0|3212.0|||320.0||||0.0|||524.0|15436.0||||21285.0||||||||||0.0||||||0.0|
|Kilis-79|2004|0.0||0.0|0.0||||1300.0|||||||||||500.0|355.0||||500.0|30.0|1150.0|1000.0|800.0|270.0|675.0||1280.0||||||||||205.0|800.0|||121600.0|3200.0|||1360.0|750.0||214000.0||0.0|||||||||
||2005|0.0||0.0|0.0||||900.0|||||||||||810.0|295.0||||1565.0|15.0|1040.0|600.0|2700.0|100.0|750.0||550.0||||||||||120.0|2500.0|||110440.0|4700.0|||460.0|1500.0||420000.0||0.0|||||||||
||2006|0.0||0.0|0.0||||900.0|||||||||||810.0|295.0||||2565.0|15.0|1040.0|600.0|2700.0|100.0|750.0||550.0||||||||||120.0|2500.0|||100400.0|4700.0|||460.0|1500.0||651250.0||0.0|||||||||
||2007|0.0||0.0|0.0||||900.0|||||||||||320.0|945.0||2000.0||460.0|15.0|800.0|600.0|2700.0|100.0|500.0||575.0||||||||||120.0|10000.0|||102400.0|4350.0|||12220.0|1000.0||941410.0||0.0|||||||||
||2008|0.0||0.0|0.0||||900.0|||||||||||320.0|945.0||2000.0||460.0|15.0|800.0|600.0|2700.0|100.0|500.0||575.0||||||||||120.0|10000.0|||102400.0|4350.0|||12220.0|1000.0||981410.0||0.0|||||||||
||2009|0.0||0.0|0.0||||200.0|||||||||||200.0|800.0||2000.0||300.0|0.0|400.0|400.0|2200.0|0.0|300.0||15.0||||||||||0.0|9300.0|||77200.0|2800.0|||11960.0|250.0||981410.0||0.0|||||||||
||2010|0.0||0.0|0.0||||0.0|||||||||||175.0|775.0||2000.0||250.0|0.0|200.0|200.0|2000.0|0.0|200.0||15.0||||||||||0.0|9300.0|||57200.0|2400.0|||11760.0|250.0||981410.0||0.0|||||||||
||2011|0.0|0.0|0.0|0.0|0.0|||0.0|||||||||||0.0|500.0|0.0|0.0|0.0|100.0|3000.0|0.0|0.0|0.0||||0.0|||||||||||2000.0|||6750.0|0.0|||9000.0|0.0|3100.0|33000.0||0.0|||||||||
||2012|0.0|0.0|0.0|0.0|0.0|||1442.0|||||||||||68.0|551.0|50.0|7.0|564.0|132.0|3000.0|54.0|0.0|225.0|||63.0|190.0|||||||||||6542.0|||35695.0|2006.0|||12019.0|76.0|10860.0|308269.0||0.0||0.0|||||||
||2013|0.0||0.0|0.0||||6894.0|||||||||||642.0|4838.0|630.0|123.0|2313.0|766.0||873.0||1574.0|92.0||272.0|1815.0|||||||||||29811.0|||57864.0|8895.0|||22968.0|428.0|10861.0|307309.0||0.0||0.0|||||||
||2014|0.0||0.0|0.0||||4361.0|||||||||||402.0|2064.0|426.0|150.0|950.0|433.0||653.0||715.0|77.0||226.0|888.0|||||||0.0||||17023.0|||65424.0|5586.0|||51840.0|260.0|11142.0|309700.0||0.0|||||||||
||2015|0.0||0.0|0.0||||3249.0|||||||||||370.0|721.0|208.0|125.0|586.0|333.0||601.0||616.0|60.0||210.0|483.0|||||||0.0||||7546.0|||237908.0|2056.0|||43804.0|175.0|29713.0|548890.0||0.0|||||||||
||2016|0.0||0.0|0.0||||2584.0|||||||||||295.0|597.0|183.0|125.0|511.0|333.0||432.0||573.0|60.0||210.0|378.0|||||||0.0||||6600.0|||258708.0|1756.0|||36204.0|104.0|29713.0|633417.0||0.0|||||||||
||2017|0.0||0.0|0.0||||2229.0|||||||||||160.0|306.0|183.0|125.0|462.0|333.0||278.0||443.0|120.0||250.0|310.0|||||||0.0||||9108.0|||254580.0|2263.0|||36622.0|20.0|42696.0|711796.0||0.0|||||||||
||2018|0.0||0.0|0.0||||2420.0|||||||||||125.0|238.0|163.0|125.0|418.0|270.0||216.0||443.0|60.0||120.0|230.0|||||||0.0||||9558.0|||244962.0|2363.0|||35622.0|20.0|232602.0|444508.0||0.0||||||||0.0|
||2019|0.0||0.0|0.0||||2124.0|||||||||||125.0|238.0|163.0|125.0|398.0|295.0||210.0||298.0|50.0||80.0|220.0|||||||||||7958.0|||246994.0|2113.0|||34622.0|10.0|198078.0|469213.0||0.0||||||||0.0|
||2020|0.0||0.0|0.0||||1883.0|||||||||||123.0|280.0|139.0|110.0|345.0|250.0||190.0||278.0|50.0||90.0|195.0|||||||||||7558.0|||275270.0|2018.0|||33198.0|50.0|162893.0|477458.0||0.0|||||||||
||2021|0.0||0.0|0.0||||1360.0|||||||||||72.0|125.0|101.0|25.0|289.0|92.0||167.0||162.0|50.0||90.0|165.0|||||||||||7485.0|||300269.0|1833.0|||30018.0|165.0|164025.0|471363.0||0.0|||||||||
|Kırıkkale-71|2004|0.0||0.0|0.0|||||||||||||||6680.0|5015.0|5170.0||3435.0|14210.0|16915.0|13640.0|2220.0|10365.0|6750.0|4966.0||6093.0|||||||0.0|||680.0|1570.0||||14958.0|||||||||||||||||
||2005|0.0||0.0|0.0|||||||||||||||6610.0|5635.0|4940.0||3450.0|13640.0|16855.0|12620.0|2220.0|9990.0|6500.0|5011.0||5543.0|||||||0.0|||570.0|1020.0||||13038.0|||||||||||||||||
||2006|0.0||0.0|0.0|||||||||||||||6720.0|6128.0|4863.0||4299.0|8091.0|14435.0|12485.0|2100.0|11873.0|6076.0|4400.0||4650.0|||||||0.0|||640.0|2860.0||||14885.0|||||||||||||||||
||2007|0.0||0.0|0.0|||||||||||||||6620.0|3728.0|4793.0|480.0|5059.0|5604.0|14510.0|11360.0|2100.0|11959.0|5751.0|4063.0||4170.0||||||||||392.0|7930.0||||13770.0|||||||||||||||||
||2008|0.0||0.0|0.0|||||||||||||||6370.0|6088.0|4773.0|800.0|4999.0|5111.0|10845.0|9840.0|13400.0|10240.0|5316.0|3465.0||4520.0|||100.0|||||||392.0|8530.0||||15470.0|||||||||||||||||
||2009|0.0||0.0|0.0|||||||||||||||6980.0|6020.0|4720.0|400.0|3705.0|6956.0|10520.0|8930.0|2300.0|10877.0|4983.0|3585.0||4475.0|||250.0|||||||220.0|19600.0||||16090.0|||||||||||||||||
||2010|0.0||0.0|0.0|||||||||||||||5090.0|3295.0|1311.0|240.0|2000.0|3840.0|2082.0|4690.0|750.0|7165.0|2866.0|500.0||4540.0||||||||||920.0|20591.0||||12135.0|||||||||||||||||
||2011|0.0||0.0||||||||||||||||4775.0|3135.0|1331.0|240.0|1740.0|3810.0|2052.0|4740.0|1000.0|7050.0|2716.0|550.0||4495.0|||0.0|||||||1226.0|18564.0||||13095.0|||||||||||||||||
||2012|0.0||0.0||||||||||||||||4880.0|3178.0|1256.0|305.0|1687.0|2048.0|2350.0|4622.0|990.0|7232.0|2671.0|550.0||4348.0|||0.0|||||||1195.0|21609.0||||13625.0|||||||||||||||||
||2013|0.0||0.0||||||||||||||||6310.0|3248.0|1260.0|325.0|3006.0|2785.0|2381.0|4777.0|900.0|7469.0|2646.0|550.0||4208.0|||0.0|||||||1205.0|21969.0||||15365.0||||||||||0.0|||||||
||2014|0.0||0.0||||||||||||||||6470.0|2973.0|980.0|365.0|1867.0|3620.0|2095.0|5597.0|840.0|7730.0|2268.0|600.0||4053.0|||10.0|||||||1265.0|21455.0||||17565.0||||||||||0.0|||||||
||2015|0.0||0.0||||||||||||||||5500.0|3733.0|1016.0|350.0|2997.0|3655.0|1966.0|5042.0|900.0|5995.0|2144.0|498.0||3908.0|||100.0|||||||1250.0|18555.0||||20810.0||||||||||0.0|||||||
||2016|0.0||0.0||||||||||||||||5330.0|3190.0|931.0|310.0|2485.0|3310.0|1915.0|4995.0|890.0|5100.0|1698.0|457.0||3665.0|||120.0||||0.0|||1269.0|13399.0||||24010.0||||||||||0.0|||||||
||2017|0.0||0.0||||||||||||||||3430.0|2750.0|801.0|320.0|2235.0|5575.0|900.0|2120.0|991.0|3440.0|1069.0|393.0||5000.0|||||||0.0|||1421.0|13529.0||||48725.0||||||||||0.0||||||0.0|
||2018|0.0||0.0||||||||||||||||3908.0|3061.0|839.0|320.0|2301.0|5395.0|922.0|2441.0|966.0|3623.0|1092.0|520.0||5116.0|||||||0.0|||1410.0|13847.0||||49543.0||||||||||0.0||||||0.0|
||2019|0.0||0.0||||||||||||||||3690.0|2816.0|783.0|325.0|2265.0|5300.0|940.0|2375.0|967.0|3445.0|1823.0|530.0||4877.0||||125.0||||||1440.0|14642.0||||32007.0|||||||||0.0|0.0|||||||
||2020|0.0||0.0||||||||||||||||3553.0|2863.0|695.0|310.0|2205.0|5168.0|892.0|2193.0|970.0|3585.0|1872.0|560.0||4585.0||||125.0|||0.0|||1425.0|14393.0||||31699.0|||||||||0.0|0.0|||||||
||2021|0.0||0.0||||||||||||||||3515.0|2840.0|826.0|314.0|2441.0|5040.0|960.0|2201.0|980.0|3530.0|1860.0|542.0||4207.0||||105.0|||0.0|||1436.0|13290.0||||31568.0|||||||||0.0|0.0||||||0.0|
|Kırklareli-39|2004|0.0|||||||100.0|||||||||||6600.0|3550.0|||780.0|16625.0|2005.0|1280.0|850.0|8300.0|1690.0|5770.0||2230.0||250.0|180.0||||0.0|||1300.0|360.0||200.0||24980.0||260.0|||||||||||||||
||2005|0.0|||||||100.0|||||||||||6800.0|3600.0|||670.0|16605.0|1945.0|1310.0|850.0|13900.0|1690.0|5820.0||2490.0||250.0|170.0||||0.0|||1300.0|350.0||300.0||34830.0||411.0|||||||||||||||
||2006|0.0|||||||100.0|||||||||||6130.0|3400.0||0.0|620.0|16215.0|1775.0|1130.0|850.0|13220.0|1690.0|5590.0||2570.0||200.0|170.0||||0.0||||350.0||100.0||34630.0||250.0|||||||||||||||
||2007|0.0||0.0|||||300.0|||||||||||4450.0|3700.0|450.0|9300.0|3570.0|23855.0|2400.0|1671.0|860.0|26760.0|1578.0|6030.0|850.0|2546.0||950.0|35.0||0.0||0.0|||1850.0|4745.0||1500.0||50640.0||268.0|910.0||||||||||||||
||2008|0.0||0.0|||||230.0|||||||||||28470.0|5650.0|450.0|5744.0|3360.0|22655.0|2485.0|1590.0|870.0|24929.0|1633.0|4000.0|850.0|6672.0||950.0|35.0||100.0||0.0|||1620.0|4275.0||7000.0||52463.0||295.0|1510.0||||||||||0.0||||
||2009|0.0||0.0|||||260.0|||||||||||25800.0|5800.0|300.0|45952.0|2450.0|25600.0|3140.0|1715.0|850.0|35614.0|1588.0|4320.0|870.0|7136.0||990.0|105.0||80.0||0.0|||900.0|4845.0||2900.0||65708.0||378.0|1670.0|25.0|||||||||||||
||2010|0.0||0.0|||||210.0|||||||||||19002.0|6000.0|300.0|31386.0|2800.0|27001.0|3210.0|1985.0|850.0|32053.0|1933.0|4585.0|1300.0|13610.0||970.0|105.0||80.0||0.0|||1000.0|5245.0||1300.0||63775.0||278.0|1500.0|25.0|||||||||||||
||2011|0.0||0.0|||||215.0|||||||||||31072.0|5810.0|300.0|39265.0|3020.0|40696.0|4954.0|1845.0|900.0|30423.0|1893.0|16845.0|1420.0|15720.0||970.0|240.0||85.0||0.0|||1100.0|17405.0||1100.0||67528.0||233.0|600.0|26.0|||||||||||||
||2012|0.0||0.0|||||235.0|||||||||||29232.0|5590.0|300.0|34255.0|3540.0|49851.0|4704.0|1740.0|800.0|26503.0|1908.0|16630.0|1420.0|18570.0||970.0|220.0||40.0||0.0|||1100.0|20255.0||480.0||78788.0||248.0|600.0|15.0|||||||||||||
||2013|0.0||0.0|||||215.0|||||||||||10330.0|11650.0|300.0|11850.0|61160.0|49390.0|6676.0|1599.0|750.0|17118.0|2857.0|2720.0|2240.0|12190.0||970.0|220.0||40.0||0.0|||1000.0|11470.0||686.0||70226.0||198.0|600.0|15.0|||||||||||||
||2014|0.0||0.0|||||205.0|||||||||||9520.0|9256.0|300.0|10972.0|45750.0|55566.0|4560.0|1535.0|750.0|15630.0|2768.0|3420.0|2180.0|9380.0||1190.0|220.0||40.0||0.0|||1040.0|13198.0||1380.0||74226.0||198.0|600.0|15.0|||||||||||||
||2015|0.0||0.0|||||205.0|||||||||||8270.0|7251.0|300.0|8972.0|33523.0|45856.0|4500.0|1525.0|750.0|15040.0|2128.0|3440.0|2180.0|8140.0||1190.0|220.0||40.0||0.0|||1040.0|13958.0||1380.0||75128.0||198.0|600.0|15.0|||||||||||||
||2016|0.0||0.0|||||205.0|||||||||||7760.0|7716.0|300.0|8072.0|28613.0|44131.0|4840.0|1537.0|770.0|16090.0|1948.0|3220.0|2210.0|7470.0||1155.0|220.0||40.0||0.0|||1040.0|13673.0||1380.0||85380.0||218.0|600.0|15.0|||||||||||||
||2017|0.0||0.0|||||215.0|||||||||||6950.0|7666.0|300.0|8060.0|35513.0|25925.0|5280.0|1977.0|750.0|17240.0|1948.0|4140.0|2710.0|7530.0||1155.0|220.0||40.0||0.0|||1140.0|13036.0||1270.0||106695.0||215.0|600.0|15.0|||||||||||||
||2018|0.0||0.0|||||60.0|||||||||||14890.0|15726.0|300.0|18590.0|35513.0|35085.0|4570.0|3237.0|270.0|9510.0|2018.0|8622.0|5820.0|8720.0||505.0|175.0||||0.0|||1240.0|13540.0||1090.0||99544.0||75.0|0.0||||||||||||||
||2019|0.0||0.0|||||60.0|||||||||||14310.0|14670.0|300.0|17885.0|33001.0|34035.0|3970.0|2762.0|215.0|9040.0|1968.0|8422.0|5820.0|8140.0||435.0|175.0||||0.0|||1410.0|14366.0||1070.0||89737.0||75.0|0.0||||||||||||||
||2020|0.0||0.0|||||130.0|||||||||||13345.0|12605.0|300.0|15580.0|32748.0|34960.0|4925.0|2795.0|215.0|20385.0|1995.0|9962.0|5150.0|9808.0||450.0|165.0||||0.0|||1430.0|14381.0||1558.0||124759.0||143.0|25.0||||||||||||||
||2021|0.0||0.0|||||130.0|||||||||||16075.0|12352.0|250.0|14900.0|27838.0|35590.0|4615.0|2766.0|215.0|22883.0|1770.0|10283.0|5135.0|7993.0||450.0|155.0|||0.0|0.0|0.0||1430.0|15628.0||2313.0||110951.0||139.0|22.0||||||||||||||
|Kırşehir-40|2004|0.0|0.0|0.0|0.0|||||||||||||||7543.0|4010.0|6611.0|2833.0|5228.0|8869.0|3598.0|6771.0|5880.0|2153.0|2409.0|330.0||5332.0|||1729.0||||0.0|||1349.0|2090.0||||34785.0||||||||0.0||0.0|||||||
||2005|0.0|0.0|0.0|0.0|||||||||||||||7693.0|3810.0|6611.0|2833.0|5228.0|8869.0|3598.0|2477.0|5680.0|1953.0|2309.0|330.0||5232.0|||1729.0||||0.0|||1249.0|2090.0||||39785.0||||||||0.0||0.0|||||||
||2006|0.0|0.0|0.0|0.0|||||||||||||||7693.0|3810.0|6611.0|2833.0|5228.0|8869.0|3598.0|2477.0|5680.0|1953.0|2309.0|330.0||5232.0|||1729.0||||0.0|||1249.0|2090.0||||39785.0|||||||||||||||||
||2007|0.0|0.0|0.0|0.0|||||||||||||||5293.0|3342.0|2372.0|4478.0|4711.0|5339.0|2183.0|3872.0|1892.0|1097.0|1669.0|170.0||2260.0|||1569.0||||0.0|||846.0|2291.0||||128742.0||||||||||0.0|||0.0||||
||2008|0.0|0.0|0.0|0.0|||||||||||||||3128.0|1407.0|1657.0|4333.0|4566.0|4004.0|9833.0|2473.0|227.0|917.0|929.0|125.0||1020.0|||609.0||||0.0|||301.0|1781.0||||128244.0||||||||0.0||0.0|||0.0||||
||2009|0.0|0.0|0.0|0.0|||||||||||||||3083.0|1397.0|1652.0|2254.0|4561.0|4004.0|9838.0|2513.0|227.0|917.0|929.0|130.0||1030.0|||609.0||||0.0|||301.0|1746.0||0.0||130860.0||||||||||0.0|||||||
||2010|0.0|0.0|0.0|0.0|||||||||||||||3130.0|1550.0|1565.0|2184.0|4351.0|3404.0|9328.0|3213.0|263.0|1027.0|919.0|105.0||930.0|||589.0||||0.0|||261.0|3496.0||||135315.0||||||||0.0||0.0|||||||
||2011|0.0|0.0|0.0|0.0|||||||||||||||3118.0|1542.0|1557.0|2154.0|4567.0|3444.0|9328.0|3228.0|273.0|2027.0|919.0|105.0||925.0|||584.0||||0.0|||261.0|3691.0||||151415.0||||||||0.0||0.0|||||||
||2012|0.0|0.0|0.0|0.0|||||||||||||||5388.0|1612.0|1687.0|2154.0|4717.0|3844.0|9528.0|3323.0|298.0|2217.0|1124.0|185.0||935.0|||234.0||||0.0|||411.0|3941.0||||233444.0||||||||0.0||0.0|||||||
||2013|0.0|0.0|0.0|0.0|||||||||||||||11908.0|1502.0|1630.0|2044.0|10585.0|4992.0|1838.0|3245.0|216.0|2178.0|1029.0|155.0||1375.0|||214.0||||0.0|||205.0|13540.0||||161512.0||||||||||0.0|||||||
||2014|0.0|0.0|0.0|0.0|||||||||||||||11833.0|1422.0|2930.0|1969.0|13265.0|4492.0|1688.0|3195.0|216.0|2004.0|1004.0|155.0||1175.0|||194.0||||0.0|||205.0|12465.0||||183822.0||||||||||0.0|||||||
||2015|0.0|0.0|0.0|0.0|||||||||||||||11749.0|1380.0|2900.0|2119.0|13115.0|4442.0|1558.0|3210.0|216.0|2003.0|1004.0|155.0||1206.0|||194.0||||0.0|||205.0|12665.0||||184872.0||||||||||0.0|||||||
||2016|0.0|0.0|0.0|0.0|||||||||||||||11700.0|1400.0|2883.0|2038.0|13010.0|4042.0|1458.0|3891.0|180.0|1941.0|980.0|130.0||506.0|||188.0||||0.0|||115.0|9782.0||||204200.0||||||||||0.0||||||0.0|
||2017|0.0|0.0|0.0|0.0|||||||||||||||11710.0|1447.0|2875.0|2055.0|13010.0|3808.0|1165.0|3870.0|180.0|1951.0|960.0|130.0||495.0|||195.0||||0.0|||115.0|9849.0||||219507.0||||||||||0.0||||||0.0|
||2018|0.0|0.0|0.0|0.0|||||||||||||||8710.0|1362.0|2850.0|2005.0|12885.0|3638.0|960.0|3807.0|150.0|1945.0|952.0|110.0||365.0|||167.0||||0.0|||115.0|9845.0||||225727.0||||||||||0.0||||||0.0|
||2019|0.0|0.0|0.0|0.0|||||||||||||||8714.0|1365.0|2853.0|2005.0|13885.0|3638.0|960.0|3807.0|150.0|1939.0|952.0|110.0||365.0|||167.0||||0.0|||165.0|9980.0||||124923.0||||||||||0.0||||||0.0|
||2020|0.0|0.0|0.0|0.0|||||||||||||||8713.0|1338.0|2879.0|1900.0|12901.0|3360.0|890.0|3675.0|55.0|2654.0|873.0|142.0||422.0|||158.0||||0.0|||162.0|9471.0||||128818.0|||||||||0.0|0.0||||||0.0|
||2021|0.0|0.0|0.0|0.0|||||||||||||||8446.0|1257.0|2815.0|1890.0|12886.0|3295.0|848.0|3640.0|50.0|2525.0|845.0|117.0||418.0|||157.0||||0.0|||160.0|12731.0||||133820.0|||||||||0.0|0.0||||||0.0|
|Kocaeli-41|2004|0.0|||||||210.0|||||||||||7163.0|7506.0|||2992.0|5156.0|1785.0|||9187.0|4083.0|14635.0|850.0|2946.0|||||3596.0||0.0|||140.0||670.0|0.0||9907.0|460.0||2500.0|200.0|2410.0|450.0|||||||||||
||2005|0.0|||||||205.0|||||||||||7753.0|6940.0|0.0|0.0|2972.0|5545.0|1960.0|||8787.0|3890.0|14495.0|900.0|3090.0|0.0|500.0|||796.0||0.0|||260.0||480.0|400.0||10322.0||0.0||200.0|2230.0|450.0|||||||||||
||2006|0.0|||||||200.0|||||||||||7726.0|7090.0|0.0|0.0|3160.0|5345.0|1990.0|||7525.0|3960.0|12570.0|400.0|2250.0|0.0||||5140.0||0.0|||140.0||480.0|800.0||12685.0||0.0||250.0|2174.0|450.0|||||||||||
||2007|0.0|0.0||0.0||||750.0|||||||||||6000.0|4280.0|0.0|5000.0|1860.0|5355.0|2210.0|||20435.0|1120.0|19430.0|2590.0|7970.0|0.0||||3505.0||0.0|||50.0||1720.0|16180.0||10410.0||0.0|1500.0|3000.0|2644.0|450.0|||||||||||
||2008|0.0|0.0||0.0||||750.0|||||||||||5800.0|4130.0|0.0|5000.0|1780.0|5175.0|1965.0|||18595.0|1000.0|19260.0|2604.0|7970.0|0.0||||3515.0||0.0|||50.0||1720.0|16290.0||21178.0||0.0|3253.0|3000.0|3250.0|450.0|||||||||||
||2009|0.0|0.0||0.0||||800.0|||||||||||6905.0|8130.0|0.0|1000.0|3665.0|6492.0|4582.0|||40240.0|2435.0|19120.0|2364.0|10750.0|0.0||||4675.0||0.0|||195.0|200.0|2600.0|15980.0||28259.0||0.0|5353.0|2625.0|6930.0|340.0|||||||||||
||2010|0.0|0.0||0.0||||850.0|||||||||||5555.0|7750.0|0.0|500.0|3595.0|6110.0|4202.0|||62650.0|2345.0|19025.0|2200.0|10810.0|0.0||||4590.0||0.0|||270.0|200.0|4250.0|19385.0||64225.0||0.0|4903.0|2425.0|8750.0|340.0|||||||||||
||2011|0.0|0.0||0.0||||788.0|||||||||||5605.0|7550.0|0.0|500.0|3675.0|6170.0|4227.0|||63240.0|2050.0|18985.0|2200.0|10900.0|0.0||||4690.0||0.0|||285.0|200.0|3705.0|18895.0||29115.0||0.0|4903.0|3025.0|10190.0|340.0|||||||||||
||2012|0.0|0.0||0.0||||715.0|||||||||||5600.0|8715.0|0.0|4000.0|4039.0|7585.0|10775.0|||63630.0|2195.0|18985.0|2200.0|19348.0|0.0||||4085.0||0.0|||295.0|200.0|3737.0|20088.0||32704.0||0.0|1850.0|2271.0|10200.0|340.0|||||||||||
||2013|0.0|0.0||0.0||||515.0|||||||||||4050.0|4905.0|0.0|7800.0|3869.0|39105.0|11400.0|||43250.0|2005.0|18345.0|2000.0|16858.0|0.0|||30.0|6495.0|0.0|0.0|||165.0||1737.0|20048.0||26229.0||0.0|300.0|1221.0|9080.0|340.0|||||||||||
||2014|0.0|0.0||0.0||||730.0|||||||||||3435.0|4200.0|0.0|20700.0|5089.0|41680.0|11445.0|||37510.0|2024.0|13865.0|1000.0|15523.0|0.0|||730.0|7495.0|0.0|0.0|||165.0||1867.0|20118.0||30409.0||0.0|200.0|2121.0|8230.0|340.0|||||||||||
||2015|0.0|0.0||0.0||||735.0|||||||||||3655.0|4210.0|0.0|24420.0|7819.0|40510.0|11680.0|||51380.0|1996.0|9875.0|1000.0|17238.0|0.0|||720.0|7795.0|0.0|0.0|||165.0||1942.0|20138.0||35789.0||0.0|200.0|2921.0|5080.0|340.0|||||||||||
||2016|0.0|0.0||0.0||||543.0|||||||||||1665.0|2138.0|0.0|10240.0|5036.0|26120.0|3234.0|||51535.0|710.0|8956.0|1000.0|22328.0|0.0|||20.0|10313.0|0.0|0.0|||58.0||1512.0|18412.0||48811.0||0.0|200.0|5082.0|4850.0|340.0|||||||||||
||2017|0.0|0.0||0.0||||547.0|||||||||||1503.0|1984.0|0.0|10240.0|4977.0|36362.0|3165.0|||50435.0|721.0|8937.0|1030.0|22283.0|0.0|||20.0|16213.0||0.0|||38.0||1497.0|18355.0||66640.0||0.0|200.0|10358.0|5195.0|360.0|||||||||||
||2018|0.0|0.0||0.0||||545.0|||||||||||1305.0|1995.0|0.0|10240.0|5055.0|36322.0|3145.0|||50928.0|721.0|8968.0|1030.0|4697.0|0.0|||20.0|16230.0||0.0|||71.0||1448.0|18231.0||70340.0||0.0|200.0|9406.0|5196.0|200.0|||||||||||
||2019|0.0|0.0||0.0||||1148.0|||||||||||1464.0|2235.0|0.0|10240.0|4995.0|34552.0|3323.0|||52578.0|696.0|8983.0|1030.0|4680.0|0.0|||20.0|16230.0||0.0|||71.0||1448.0|67261.0||79704.0||0.0|1500.0|15926.0|5253.0|195.0|||||||||||
||2020|0.0|0.0||0.0||||1118.0|||||||||||1521.0|2140.0|0.0|8215.0|3620.0|34307.0|3948.0|||52759.0|722.0|9030.0|1132.0|4420.0|0.0|||595.0|21868.0||0.0|||68.0||2806.0|67245.0||84544.0||0.0|1785.0|16607.0|4181.0|195.0|||||||||||
||2021|0.0|0.0||0.0||||1374.0|||||||||||1468.0|1950.0|0.0|6410.0|3199.0|33310.0|4071.0|||52801.0|737.0|8981.0|1134.0|4440.0|0.0|||745.0|13780.0||0.0|||78.0||2808.0|68022.0||86610.0||0.0|1785.0|18402.0|4193.0|200.0|||||||||||
|Konya-42|2004|0.0|0.0|0.0|0.0|0.0||||||||||||||74960.0|73849.0|11951.0|51365.0|85862.0|57748.0|4794.0|34630.0|1580.0|444676.0|129910.0|31341.0|800.0|24309.0|||1980.0||||0.0|||1260.0|14450.0|||4050.0|86870.0||0.0||||||||0.0|||||||
||2005|0.0|0.0|0.0|0.0|0.0||||||||||||||60650.0|65393.0|10273.0|46948.0|81120.0|42800.0|4254.0|32128.0|1570.0|542348.0|99158.0|29289.0|600.0|19617.0|||5557.0||||0.0|||1195.0|14855.0|||2800.0|78330.0||0.0||||||||0.0|||||||
||2006|0.0|0.0||0.0|0.0||||||||||||||36235.0|12230.0|3337.0|2430.0|74505.0|9510.0|3287.0|9603.0|70.0|341107.0|60845.0|13634.0|500.0|11277.0|||3315.0||||0.0|||770.0|3305.0|||50.0|19867.0||0.0||||||||0.0|||||||
||2007|0.0|0.0|0.0|0.0|0.0||||||||||||||25460.0|53460.0|7810.0|71513.0|19436.0|15401.0|3770.0|39460.0|570.0|532043.0|70890.0|4444.0|400.0|9210.0|||6500.0||||0.0|||540.0|34200.0|||0.0|21067.0||0.0|100.0|||||||0.0|||||||
||2008|0.0|0.0|0.0|0.0|0.0||||||||||||||32650.0|42810.0|5215.0|75688.0|20311.0|13090.0|3365.0|60030.0|200.0|685479.0|69880.0|6554.0|1100.0|10890.0|||5200.0||||0.0|||245.0|49000.0|||0.0|32565.0||0.0|100.0|||||||0.0|||||||
||2009|0.0|0.0|0.0|0.0|0.0||||||||||||||51025.0|48130.0|4785.0|72358.0|179864.0|16665.0|4315.0|47790.0|150.0|570355.0|27510.0|9794.0|800.0|13962.0|||3850.0||||0.0|||610.0|87206.0|||0.0|41640.0||100.0|50.0|||||||0.0|||||||
||2010|0.0|0.0|0.0|0.0|0.0||||||||||||||55380.0|79469.0|6225.0|70924.0|179444.0|16919.0|6710.0|46566.0|0.0|661317.0|56756.0|24626.0|605.0|22611.0|||3600.0||||0.0|||675.0|88906.0|||0.0|99089.0||100.0|450.0|||||||0.0|||||||
||2011|0.0|0.0|0.0|0.0|0.0||||||||||||||55999.0|68883.0|5328.0|73163.0|197895.0|33345.0|6925.0|44736.0|0.0|649929.0|43666.0|24766.0|500.0|30053.0|||3250.0||||0.0|||655.0|107806.0|||0.0|109119.0||75.0|400.0||||||0.0|0.0|||||||
||2012|0.0|0.0|0.0|0.0|0.0||||||||||||||66259.0|75058.0|3625.0|172591.0|791915.0|35848.0|3342.0|38916.0|850.0|596154.0|41612.0|23385.0|500.0|31473.0|||4030.0||||0.0|||640.0|93316.0|||0.0|120514.0||50.0|100.0||||||0.0|0.0||||||0.0|
||2013|0.0|0.0|0.0|0.0|||||||||||||||53456.0|71647.0|4438.0|168655.0|682340.0|30917.0|4512.0|23238.0|400.0|514462.0|38914.0|21695.0|330.0|28413.0|||3245.0||||0.0|||650.0|79821.0|||0.0|118589.0||50.0|0.0||||||0.0|0.0||||||0.0|
||2014|0.0|0.0|0.0|0.0|||0.0||||||||||||57909.0|70757.0|9787.0|166673.0|687166.0|34383.0|8985.0|23050.0|400.0|470450.0|33685.0|22446.0|340.0|27719.0|||3046.0||||0.0|||646.0|97177.0|||0.0|78034.0||30.0|0.0||||||0.0|0.0||||||0.0|
||2015|0.0|0.0|0.0|0.0|||||||||||||||98619.0|78592.0|14017.0|209476.0|698371.0|51888.0|8300.0|19375.0|400.0|443486.0|13537.0|21342.0|340.0|22727.0|||1896.0||||0.0|||611.0|95478.0|||10.0|82480.0||25.0|0.0||||||0.0|0.0||0.0||||0.0|
